ERRO,COMANDO,NOMECAT,IDPRODUTO,CODPROD,NOMEPROD,PESO,ESTOQUE,DISPONIVEL,PRECO,PRECOPROM,DATAPROMINICIO,DATAPROMFIM,LANCAMENTO,EMDESTAQUE,ADICIONALD1,IDPRODUTOPAI,METAKEYWORDSPROD,TITLEPROD,URLPROD,METADESCRIPTIONPROD
"Comando inválido","","","","","MIX TOTAL","","","","","","","","","","","","","","",""
