Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,TitleProd,URLProd,VendaConjunta,MetaDescriptionProd,IDsFiltroItem
"A","Açucares e Adoçantes",4920822,"2628","Açúcar de Coco",100.9,"O açúcar de Coco Copra é 100% natural, possui baixo índice glicêmico, não contém aditivos químicos e não é refinado, garrantindo uma alimentação mais saudável. Além disso é fonte de Potássio e Magnési","O Açúcar de Coco é um excelente substituto do açúcar de cana, pois ele não é processado, adulterado ou filtrado, não contém preservativos e é 100% natural, sendo conhecido por ser o adoçante mais sustentável do mundo. Ele é muito mais nutritivo e saudável que os outros adoçantes, possuindo elevada quantidade de Potássio, Magnésio, Zinco e Ferro e sendo uma fonte natural de Vitaminas B1, B2, B3 e B6, além de seu índice glicêmico (Gi=35) ser muito mais baixo que o açúcar de cana (Gi=68). Os cristais do Açúcar de Coco dissolvem-se facilmente dando um delicioso e doce sabor a todo tipo de receitas.","",False,0,0,True,0,0,38.9,0,0,0,,,False,False,"acucar_coco_copra_pq.jpg","acucar_coco_copra_md.jpg","acucar_coco_copra_md.jpg","124472,124473,124608,124992","81080","","Copra","350g","","",0,,26,"Açucares e Adoçantes",,0,0,,"","Açúcar de Coco, Copra Coco, Açúcar de Coco Copra Coco, açúcar de coco, açúcar, substitutos do açúcar, adoçantes, adoçante natural",0,0,"",True,False,0,0,0,"","","Comprar Açúcar de Coco sem Glúten Copra","acucar-de-coco","","O açúcar de Coco Copra é 100% natural, possui baixo índice glicêmico, não contém aditivos químicos e não é refinado, garrantindo uma alimentação mais",""
"A","Açucares e Adoçantes",5133029,"3102","Açúcar de Coco",0.15,"O açúcar de Coco Copra é 100% natural, possui baixo índice glicêmico, não contém aditivos químicos e não é refinado, garrantindo uma alimentação mais saudável. Além disso é fonte de Potássio e Magnési","O Açúcar de Coco é um excelente substituto do açúcar de cana, pois ele não é processado, adulterado ou filtrado, não contém preservativos e é 100% natural, sendo conhecido por ser o adoçante mais sustentável do mundo. Ele é muito mais nutritivo e saudável que os outros adoçantes, possuindo elevada quantidade de Potássio, Magnésio, Zinco e Ferro e sendo uma fonte natural de Vitaminas B1, B2, B3 e B6, além de seu índice glicêmico (Gi=35) ser muito mais baixo que o açúcar de cana (Gi=68). Os cristais do Açúcar de Coco dissolvem-se facilmente dando um delicioso e doce sabor a todo tipo de receitas.","",False,1,0,True,0,0,13.4,0,0,0,,,False,False,"3102_pq.jpg","3102_md.jpg","3102_gr.jpg","124472,124473,124608,124992,128479","81080","","Copra","100g","","",0,,26,"",,0,0,,"","",0,0,"",False,False,0,0,0,"","","","acucar-de-coco","","O açúcar de Coco Copra é 100% natural, possui baixo índice glicêmico, não contém aditivos químicos e não é refinado, garrantindo uma alimentação mais",""
"A","Açucares e Adoçantes",4920662,"2216","Açúcar de Coco Orgânico",0.26,"Açúcar de Coco Monama. 100% natural, baixo índice glicêmico, rico em vitaminas e minerais, ferro e zinco. Compre na Grão Natural sem glúten e sem lactose.","<strong>Açúcar de Coco Monama</strong>, o adoçante 100% natural.
O <strong>açúcar de coco</strong> é uma ótima alternativa ao açúcar comum, pois não sofre refinamentos, mantendo assim suas vitaminas e minerais originais.
Sua produção se origina através da extração das flores da palma do coco. Os cristais resultantes são triturados resultando em um açúcar de cor amarronzada e com aspecto mais grosso que o açúcar comum.
Os principais benefícios do Açúcar de Coco Monama são:
<strong>Baixo índice glicêmico</strong>, indicado para pessoas com diabetes tipo 2;
quantidades elevadas de potássio, magnésio, zinco e ferro;
fonte natural de vitaminas B1, B2, B3 e B6.
","",True,0,0,True,0,0,0,0,0,0,,,False,False,"acucar_coco_pq.jpg","acucar_coco_md.jpg","acucar_coco_gr.jpg","124472,124473,124474,124607,124608,124992","81098","","Monama","250g","","",0,,26,"Açucares e Adoçantes",,0,0,,"","Açúcar de Coco Orgânico, Monama, Açúcar de Coco Orgânico Monama",0,0,"",False,False,0,0,0,"","","","acucar-de-coco-organico","","Açúcar de Coco Monama. 100% natural, baixo índice glicêmico, rico em vitaminas e minerais, ferro e zinco. Compre na Grão Natural sem glúten e sem lact",""
"A","Açucares e Adoçantes",5184214,"1856","Açúcar Demerara",0.8,"<p>O <strong>A&ccedil;&uacute;car Demerara</strong> Pra Vida possui maior quantidade de nutrientes em rela&ccedil;&atilde;o ao a&ccedil;&uacute;car refinado.</p>","<p>O <strong>A&ccedil;&uacute;car Demerara</strong> Pra Vida possui maior quantidade de nutrientes em rela&ccedil;&atilde;o ao a&ccedil;&uacute;car refinado.</p>
<p>Ao contr&aacute;rio do <strong>a&ccedil;&uacute;car mascavo</strong>, o a&ccedil;&uacute;car demerara n&atilde;o deixa sabor residual nos alimentos. Tamb&eacute;m n&atilde;o recebe aditivos qu&iacute;micos. O <strong>a&ccedil;&uacute;car demerara</strong> pode ser utilizado da mesma forma dos dos demais a&ccedil;&uacute;cares, para ado&ccedil;ar alimentos ou no preparo de doces.</p>
<p><strong>Onde comprar A&ccedil;&uacute;car Demerara Pra Vida:</strong> Voc&ecirc; encontra o<strong> a&ccedil;&uacute;car demerara</strong> nas lojas <strong>Gr&atilde;o Natural Porto alegre</strong> ou atrav&eacute;s da loja virtual <strong>Gr&atilde;o Natural</strong>.</p>","",False,1,0,True,0,0,7.7,0,0,0,,,False,False,"1856_pq.jpg","1856_md.jpg","1856_gr.jpg","124472,124473,124608,124992,128479","83305","","Pra Vida","500g","","",0,,26,"Açucares e Adoçantes",,0,0,,"","",0,0,"",False,False,0,0,0,"","","","acucar-demerara","","<p>O <strong>A&ccedil;&uacute;car Demerara</strong> Pra Vida possui maior quantidade de nutrientes em rela&ccedil;&atilde;o ao a&ccedil;&uacute;car re",""
"A","Açucares e Adoçantes",5184213,"646","Açúcar Mascavo",1.5,"O Açúcar Mascavo Grãos de Vida é extraído da cana de açúcar e não passa pelo processo de refinação, mantendo seus nutrientes naturais como vitaminas e minerais.","<p>O <strong>Açúcar Mascavo Grãos de Vida</strong> é extraído da cana de <strong>açúcar</strong> e não passa pelo processo de refinação, mantendo seus nutrientes naturais como vitaminas e minerais, entre eles cálcio, ferro e potássio. Esses nutrientes são essenciais ao processo de digestão do <strong>açúcar</strong>.</p>
<p>Ingredientes: Açúcar Mascavo Orgânico. NÃO CONTÉM GLÚTEN.</p>
<h3>Onde comprar O Açúcar Mascavo Grãos de Vida:</h3>
<p>Você encontra o<strong> Açúcar Mascavo Grãos de Vida</strong> nas lojas <strong>Grão Natural Porto Alegre</strong> ou através da loja virtual Grão Natural.</p>","",False,1,0,True,0,0,9.9,0,0,0,,,False,False,"646_pq.jpg","646_md.jpg","646_gr.jpg","124472,124473,124608,124992,128479","82590","","Grãos de Vida","1Kg","","",0,,26,"Açucares e Adoçantes",,0,0,,"","",0,0,"",False,False,0,0,0,"","","","acucar-mascavo","","O Açúcar Mascavo Grãos de Vida é extraído da cana de açúcar e não passa pelo processo de refinação, mantendo seus nutrientes naturais como vitaminas e",""
"A","Açucares e Adoçantes",5646438,"3942","Açúcar Mascavo Orgânico",0.5,"Açúcar Mascavo Orgânico","","",False,0,0,True,0,0,0,0,0,0,,,False,False,"3942_pq.jpg","3942_md.jpg","3942_gr.jpg","124472,124473,124607,124608,124992,125132,128479","83683","","Ecobio","400g","","",0,,0,"Açucares e Adoçantes",,0,0,,"","",0,0,"",False,False,0,0,0,"","","Comprar Açúcar Mascavo Orgânico","acucar-mascavo-organico","","",""
"A","Açucares e Adoçantes",4920661,"2419","Açúcar Mascavo Orgânico Leve Crock",0.6,"Açúcar Mascavo Orgânico Leve Crock Sabor Alternativo  não refinado, orgânico, natural, sem aditivos químicos, rico em cálcio, magnésio, fósforo e potássio.","<p>O <strong>Açúcar Mascavo Orgânico Sabor Alternativo</strong> é extraído da cana de <strong>açúcar</strong> e não passa pelo processo de refinação, mantendo seus nutrientes naturais como vitaminas e minerais, entre eles cálcio, ferro e potássio. Esses nutrientes são essenciais ao processo de digestão do <strong>açúcar</strong>.</p>
<p>Ingredientes: Açúcar Mascavo Orgânico. NÃO CONTÉM GLÚTEN.</p>
<h3>Onde comprar O Açúcar Mascavo Orgânico Sabor Alternativo:</h3>
<p>Você encontra o<strong> Açúcar Mascavo Orgânico Sabor Alternativo</strong> nas lojas <strong>Grão Natural Porto Alegre</strong> ou através da loja virtual Grão Natural.</p>","",True,0,0,True,0,0,0,0,0,0,,,False,False,"2419_pq.jpg","2419_md.jpg","2419_gr.jpg","124472,124473,124608,124992,128479","81090","","Sabor Alternativo","500g","","",0,,26,"Açucares e Adoçantes",,0,0,,"","Açúcar mascavo orgânico, Sabor Alternativo, Açúcar mascavo orgânico Sabor Alternativo, açúcar orgânico, açúcar mascavo, açúcar Sabor Alternativo",0,0,"",False,False,0,0,0,"","","","acucar-mascavo-organico-leve-crock","","Açúcar Mascavo Orgânico Leve Crock Sabor Alternativo  não refinado, orgânico, natural, sem aditivos químicos, rico em cálcio, magnésio, fósforo e potá",""
"A","Açucares e Adoçantes",4920660,"1041","Adoçante Dietético em Pó",0.88,"O Adoçante Dietético em Pó Linea produzido à base de sucralose, possui o sabor do açúcar e não deixa resíduo amargo como muitos adoçantes.","<p>O <strong>Adoçante Dietético</strong> em Pó <strong>Linea</strong> produzido à base de <strong>sucralose</strong>, possui o sabor do <strong>açúcar</strong> e não deixa resíduo amargo como muitos <strong>adoçantes</strong>. <br />Pode ser utilizado por toda família, inclusive portadores de diabetes e fenilcetonúricos. <br /> <br /><strong>Ingredientes:</strong> Lactose, antiumectante dióxido de silício, edulcorantes artificiais: sucralose e acesulfame-K. Não contém Glúten.&lt;br&gt; Poder adoçante: cada envelope equivale ao poder adoçante de 2 colheres (chá) de açúcar e contém 3 kcal (calorias).Não contém Glúten.</p>
<h3>Onde comprar <strong>Adoçante Dietético em Pó Linea</strong>:</h3>
<p>Você encontra o<strong> Adoçante Dietético </strong>em Pó<strong> <strong>Linea</strong></strong> nas lojas <strong>Grão Natural Porto Alegre</strong> ou através da loja virtual Grão Natural.</p>","",True,0,0,True,0,0,11.8,0,0,0,,,False,False,"adocante_po_50_pq.jpg","adocante_po_50_md.jpg","adocante_po_50_gr.jpg","124472,124474","81157","","Linea","40g","","",0,,26,"Açucares e Adoçantes",,0,0,,"","Adoçante dietético em pó Linea, Adoçante dietético em pó, Adoçante Linea, Adoçante sache, Linea, Adoçante em pó",0,0,"",False,False,0,0,0,"","","","adocante-dietetico-em-po","","O Adoçante Dietético em Pó Linea produzido à base de sucralose, possui o sabor do açúcar e não deixa resíduo amargo como muitos adoçantes.",""
"A","Açucares e Adoçantes",4920659,"1040","Adoçante Dietético Liquido",0.108,"Adoçante Dietético Liquido produzido à base de sucralose, possui o sabor do açúcar e não deixa resíduo amargo.","<p>O <strong>Adoçante Dietético</strong> Liquido <strong>Linea</strong> produzido à base de <strong>sucralose</strong>, possui o sabor do <strong>açúcar</strong> e não deixa resíduo amargo como muitos <strong>adoçantes</strong>. <br />Pode ser utilizado por toda família, inclusive portadores de diabetes e fenilcetonúricos. <br /> <br />Ingredientes: Água, edulcorantes artificiais: sucralose e acesulfame-k, espessante carboximetilcelulose, conservante benzoato de sódio e acidulante ácido cítrico. <strong>Não contém Glúten.</strong></p>
<h3>Onde comprar <strong>Adoçante Dietético Liquido Linea</strong>:</h3>
<p>Você encontra o<strong> Adoçante Dietético </strong>Liquido<strong> <strong>Linea</strong></strong> nas lojas <strong>Grão Natural Porto Alegre</strong> ou através da loja virtual Grão Natural.</p>

Poder adoçante: cada 3 gotas equivalem ao poder adoçante de 1 colher (chá) de açúcar. Não contém calorias.","",True,1,0,True,0,0,18.3,0,0,0,,,False,False,"adoc_liq_pq.jpg","adoc_liq_md.jpg","adoc_liq_gr.jpg","124472,124473,124474","81157","","Linea","75ml","","",0,,26,"Açucares e Adoçantes",,0,0,,"","Adoçante dietético liquido Linea, Adoçante dietético liquido, Adoçante Linea, Adoçante sache, Linea, Adoçante liquido",0,0,"",False,False,0,0,0,"","","","adocante-dietetico-liquido","","Adoçante Dietético Liquido produzido à base de sucralose, possui o sabor do açúcar e não deixa resíduo amargo.",""
"A","Açucares e Adoçantes",4920775,"1476","Calda de Agave Azul Orgânico",0.4,"","","",False,0,0,True,0,0,0,0,0,0,,,False,False,"agave_pq.jpg","agave_md.jpg","agave_gr.jpg","124472,124473,124607,124608","81159","","Sitio do Moinho","","","",0,,26,"Açucares e Adoçantes",,0,0,,"","Agave,  agave orgânico, xarope de agave, xarope de agave Sitio do Moinho, substituto do açúcar, baixo índice glicêmico, Sitio do Moinho",0,0,"",True,False,0,0,0,"","","","calda-de-agave-azul-organico","","",""
"A","Açucares e Adoçantes",4993308,"2831","Mel Eucalipto",0.57,"","","",True,4,0,True,0,0,11.7,0,0,0,,,False,False,"2831_pq.jpg","2831_md.jpg","2831_gr.jpg","124472,124473,124992,128479","81177","","Tio Gerson","290g","","",0,,57,"Açucares e Adoçantes",,0,0,,"","Mel  eucalipto tio gerson, mel, tio gerson, mel eucalipto",0,0,"",True,False,0,0,0,"","","","mel-eucalipto","","",""
"A","Açucares e Adoçantes",5531551,"3340","Stevita, Adoçante de Stevia em Gotas",0.2,"O Adoçante de Stevia Stevita gotas é um adoçante 100% natural, extraído a partir de uma planta","<p>O <strong>Adoçante de Stevia Stevita</strong> gotas é um <strong>adoçante 100% natural</strong>, extraído a partir de uma planta. É utilizado para substituir o <strong>açúcar</strong> pois seus glicosídeos de esteviol possuemum poder adoçante 300 vezes maior. Recomendado para todas as pessoas que desejam substituir o <strong>açúcar</strong> por um <strong>adoçante</strong> mais saudável. Pode ser utilizado por <strong>diabéticos</strong> e não causa cáries.</p>
<p><strong>Ingredientes:</strong> Água, edulcorante natural glicosídeos de esteviol, conservante sorbato de potássio e acidulante ácido cítrico.
</p>
<h3>Onde comprar Adoçante de Stevia Stevita:</h3>
<p>Você encontra o<strong> Adoçante de Stevia Stevita</strong> nas lojas <strong>Grão Natural Porto Alegre</strong> ou através da loja virtual Grão Natural.</p>","",True,0,0,True,0,0,22.9,0,0,0,,,False,False,"3340_pq.jpg","3340_md.jpg","3340_gr.jpg","124472,124473,125132","84992","","Stevita","80ml","","",0,,26,"Açucares e Adoçantes",,,0,,"","",0,0,,True,False,0,0,0,"","","","stevita-adocante-de-stevia-em-gotas","","O Adoçante de Stevia Stevita gotas é um adoçante 100% natural, extraído a partir de uma planta",""
"A","Açucares e Adoçantes",5531550,"733","Stevita, Adoçante de Stevia Envelope",0.2,"O Adoçante de Stevia Stevita em Pó é um adoçante 100% natural, extraído a partir de uma planta","<p>O <strong>Adoçante de Stevia Stevita</strong> em Pó é um <strong>adoçante 100% natural</strong>, extraído a partir de uma planta. É utilizado para substituir o <strong>açúcar</strong> pois seus glicosídeos de esteviol possuemum poder adoçante 300 vezes maior. Recomendado para todas as pessoas que desejam substituir o <strong>açúcar</strong> por um <strong>adoçante</strong> mais saudável. Pode ser utilizado por <strong>diabéticos</strong> e não causa cáries.</p>
<p><strong>Ingredientes:</strong> Edulcorantes naturais eritritol e glicosídeos de esteviol e antiumectante dióxido de silício.</p>
<h3>Onde comprar Adoçante de Stevia Stevita:</h3>
<p>Você encontra o<strong> Adoçante de Stevia Stevita</strong> nas lojas <strong>Grão Natural Porto Alegre</strong> ou através da loja virtual Grão Natural.</p>","",True,0,0,True,0,0,0,0,0,0,,,False,False,"733_pq.jpg","733_md.jpg","733_gr.jpg","124472,124473,125132","84992","","Stevita","50 envelopes de 0,8g cada","","",0,,26,"Açucares e Adoçantes",,,0,,"","",0,0,,True,False,0,0,0,"","","","stevita-adocante-de-stevia-envelope","","O Adoçante de Stevia Stevita em Pó é um adoçante 100% natural, extraído a partir de uma planta",""
"A","Açucares e Adoçantes",5576728,"3729","Sweetlift Cook Adoçante Natural",0.5,"","Produzido à base de taumatina, estévia (ou stevia) e polióis tem o dobro do poder adoçante do açúcar e poucas calorias. São adoçantes sem o sabor amargo, obtidos de fontes naturais e ideais para substituir o açúcar nas receitas de forno e fogão.

Ingredientes: Edulcorantes maltitol, eritritol, xilitol, estévia e taumatina, estabilizante goma guar, antiumectante trifosfato de cálcio.","",True,1,0,True,,,49.9,0,0,0,,,False,False,"3729_pq.jpg","3729_md.jpg","3729_gr.jpg","124472,124473,124992,125132,128479","83456","","Essential","300g","",,0,,1003,"Açucares e Adoçantes",,,0,,"","",0,0,,True,False,0,0,0,"","","Comprar Sweetlift Cook Adoçante Natural, Essential, 300g","","","Adoçante produzido à base de taumatina e stevia. É ideal para substituir o açúcar nas receitas de forno e fogão. Alto poder adoçante com pouca caloria",""
"A","Açucares e Adoçantes",5531552,"3551","Xylitol",1,"O Adoçante Natural Pure Xylitol da Aion, possui o poder adoçante de um açúcar comum, com a vantágem de ser 100% natural","<p>O<strong> Adoçante Natural Pure Xylitol</strong> da Aion, possui o poder <strong>adoçante</strong> de um <strong>açúcar</strong> comum, com a vantágem de ser <strong>100% natural</strong> extraído de plantas e com <strong>menor quantidade de calorias</strong>. Também pode ser utilizado por <strong>diabéticos</strong> e não causa cáries.</p>
<h3>Benefícios do Adoçante Natural Pure Xylitol Aion</strong>:<h3>
<ul>
<li>Auxilia na recuperação Pós-Treino</li>
<li>Baixo Índice Glicêmico</li>
<li>Baixa quntidade de calorias</li>
<li>Não Cariogênico</li>
<li>100% Natural</li>
</ul>
<p><strong>Ingredientes:</strong> Xylitol. <strong>Não contém Glúten</strong>.</p>
<h3>Onde comprar Adoçante Natural Pure Xylitol Aion:</h3>
Você encontra o Adoçante Natural Pure Xylitol Aion nas lojas Grão Natural Porto Alegre ou através da loja virtual Grão Natural.","",True,0,0,True,0,0,48.9,0,0,0,,,False,False,"","","","124472,124473","83519","","Airon","300g","","",0,,27,"Açucares e Adoçantes",,,0,,"","",0,0,,True,False,0,0,0,"","","Comprar Xylitol Adoçante Natural 300g","xylitol-adocante-natural-300g","","O Adoçante Natural Pure Xylitol da Aion, possui o poder adoçante de um açúcar comum, com a vantágem de ser 100% natural",""
"A","Açucares e Adoçantes",5576731,"3728","XYLITOL Adoçante Natural",0.5,"","Ingredientes:: Xilitol.","",True,1,0,True,,,53.9,0,0,0,,,False,False,"3728_pq.jpg","3728_md.jpg","3728_gr.jpg","","83456","","Essential","300g","",,0,,1003,"Açucares e Adoçantes",,,0,,"","",0,0,,True,False,0,0,0,"","","Comprar XYLITOL Adoçante Natural, Essential, 300g","","","",""
"A","Açucares e Adoçantes",5784656,"4124","Xylitol, Adoçante Natural",0.45,"Xylitol, Adoçante Natural, 270g Giroil","Xylitol, Adoçante Natural, 270g Giroil","",True,0,0,True,0,0,40.7,0,0,0,,,False,False,"4124_pq.jpg","4124_md.jpg","4124_gr.jpg","124472,124473,124608,125132","81192","","Giroil","270g","","",0,,26,"Açucares e Adoçantes",,,0,,"","Xylitol, Adoçante Natural, 270g Giroil",0,0,,True,False,0,0,0,"","","Xylitol, Adoçante Natural, 270g Giroil","xylitol--adocante-natural--270g-giroil","","Xylitol, Adoçante Natural, 270g Giroil",""
"A","Aminoácidos",5410982,"3607","Bcaa + Tcm 90 cápsulas de 2400mg Nutrata",0.35,"O BCAA + TCM Nutrata auxília na prevenção da queda do desempenho durante o exercício, estimula a síntese de proteína, proporciona aumento da resistência, auxilia em uma rápida recuperação.","","",True,0,0,True,0,0,0,0,0,0,,,False,False,"3607_pq.jpg","3607_md.jpg","3607_gr.jpg","124472","84439","","Nutrata","90 cápsulas de 2400mg","","",0,,1003,"Suplementos Alimentares",,,0,,"descrHTM/3607.htm","",0,0,,True,False,0,0,0,"","","Comprar Bcaa + Tcm","bcaa","","Comprar Bcaa + Tcm na Grão natural. Linha completa de Suplementos. Entrega imediata para Porto Alegre. 3061 6240",""
"A","Aminoácidos",5410979,"3608","Bcaa 120 tabletes de 1500g Nutrata",0.4,"O BCAA é um suplemento de aminoácidos de cadeia ramificada que auxilia na prevenção da queda do desempenho durante o exercício, estimula a síntese de proteína e dá suporte ao crescimento muscular.","","",True,0,0,True,0,0,0,0,0,0,,,False,False,"3608_pq.jpg","3608_md.jpg","3608_gr.jpg","124472","84439","","Nutrata","120 tabletes de 1500g","","",0,,1003,"Suplementos Alimentares",,,0,,"descrHTM/3608.htm","bcaa, bcaa nutrata, aminoacidos de cadeia ramifcada, aminoácidos, suplementos, suplementos porto alegre, bcaa porto alegre",0,0,,True,False,0,0,0,"","","Comprar Bcaa 120 tabletes de 1500g Nutrata","bcaa-120-tabletes-de-1500g-nutrata","","Comprar Bcaa na Grão natural. Linha completa de Suplementos. Entrega imediata para Porto Alegre. 3061 6240",""
"A","Aminoácidos",4986517,"2573","BCAA 2400mg 120tabs Probiótica",0.4,"","","",True,0,0,True,0,0,0,0,0,0,,,False,False,"2573_pq.jpg","2573_md.jpg","2573_gr.jpg","","81212","","Probiótica","","","",0,,1003,"Suplementos Alimentares",,0,0,,"","",0,0,"",True,False,0,0,0,"","","BCAA 2400mg 120tabs Probiótica","bcaa-2400mg-120tabs-probiotica","","",""
"A","Aminoácidos",5802892,"4091","BCAA 5:1:1 120 Cápsulas",0.4,"","","",True,0,0,True,0,0,48.9,0,0,0,,,False,False,"4091_pq.jpg","4091_md.jpg","4091_gr.jpg","124472,132230","84439","","Nutrata","120 Cápsulas","","",0,,1003,"Suplementos Alimentares",,0,0,,"","bcaa, bcaa nutrata, aminoacidos de cadeia ramifcada, aminoácidos, suplementos, suplementos porto alegre, bcaa porto alegre",0,0,"",False,False,0,0,0,"","","Comprar Bcaa 120 cápsulas Nutrata","bcaa-120-capsulas-nutrata","","Comprar Bcaa na Grão natural. Linha completa de Suplementos. Entrega imediata para Porto Alegre. 3061 6240",""
"A","Aminoácidos",5471904,"3664","Bcaa 60 tabs 1500mg Nutrata",0.45,"O BCAA é um suplemento de aminoácidos de cadeia ramificada que auxilia na prevenção da queda do desempenho durante o exercício, estimula a síntese de proteína e dá suporte ao crescimento muscular.","","",True,0,0,True,0,0,0,0,0,0,,,False,False,"3664_pq.jpg","3664_md.jpg","3664_gr.jpg","","84439","","Nutrata","60 tabs 1500mg","","",0,,1003,"Suplementos Alimentares",,,0,,"descrHTM/3664.htm","bcaa, bcaa nutrata, aminoacidos de cadeia ramifcada, aminoácidos, suplementos, suplementos porto alegre, bcaa porto alegre",0,0,,True,False,0,0,0,"","","Comprar Bcaa 60 tabs 1500mg Nutrata","bcaa-60-tabs-1500mg-nutrata","","Comprar Bcaa na Grão natural. Linha completa de Suplementos. Entrega imediata para Porto Alegre. 3061 6240",""
"A","Aminoácidos",5576726,"3726","BCAA Lift, Neutro",0.5,"","Ingredientes: l-leucina, isomal-tulose, l-isoleucina, l-valina, piridoxal-5-fosfato, waxy maize, edulcorantes xilitol, estévia e taumatina, estabilizante goma xantana. NÃO CONTÉM GLÚTEN.","",True,0,0,True,0,0,116.5,0,0,0,,,False,False,"3726_pq.jpg","3726_md.jpg","3726_gr.jpg","124472,124473,124992","83456","","Essential","210g","","",0,,1003,"Aminoácidos",,,0,,"","",0,0,,True,False,0,0,0,"","","Comprar BCAA Lift, Neutro, Essential, 210g","bcaa-lift--neutro","","",""
"A","Aminoácidos",5410980,"3610","Bcaa Pure Abacaxí Hortelã",0.35,"","","",True,0,0,True,0,0,0,0,0,0,,,False,False,"3609_pq.jpg","3609_md.jpg","","","84439","","Nutrata","150g","","",0,,1003,"Suplementos Alimentares",,,0,,"","",0,0,,True,False,0,0,0,"","","Comprar Bcaa Pure Abacaxí Hortelã","","","Comprar Bcaa Pure Abacaxí Hortelã na Grão natural. Linha completa de Suplementos. Entrega imediata para Porto Alegre. 3061 6240",""
"A","Aminoácidos",5410981,"3609","Bcaa Pure Guaraná Açaí",0.35,"","","",True,1,0,True,0,0,63.6,0,0,0,,,False,False,"3609_pq.jpg","3609_md.jpg","3609_gr.jpg","","84439","","Nutrata","150g","","",0,,1003,"Suplementos Alimentares",,,0,,"","",0,0,,True,False,0,0,0,"","","Comprar Bcaa Pure Guaraná Açaí","","","Comprar Bcaa Pure Guaraná Açaí na Grão natural. Linha completa de Suplementos. Entrega imediata para Porto Alegre. 3061 6240",""
"A","Aminoácidos",5576732,"3727","CREALIFT, Creatina Monohidratada Creapure",0.5,"","Ingredientes:: Creatina monohidratada.","",True,0,0,True,,,109.9,0,0,0,,,False,False,"3727_pq.jpg","3727_md.jpg","3727_gr.jpg","","83456","","Essential","300g","",,0,,1003,"Aminoácidos",,,0,,"","",0,0,,True,False,0,0,0,"","","Comprar CREALIFT, Creatina Monohidratada Creapure, Essential, 300g","","","",""
"A","Aminoácidos",5784650,"3866","Glutamina",0,"","",,True,0,0,True,,,0,0,0,0,,,False,False,"3866_pq.jpg","3866_md.jpg","3866_gr.jpg","","83456","","Essential Nutrition","300g","",,0,,0,"Aminoácidos",,,0,,"","",0,0,,True,False,0,0,0,"","","","","","",""
"A","Barras de Cereais/Frutas",5163373,"1054","Banana Passa, Banana Brasil",0.11,"","","",True,3,0,True,0,0,5.4,0,0,0,,,False,False,"1054_pq.jpg","1054_md.jpg","1054_gr.jpg","124472,124473,124608,124992,128479","83300","","Banana Brasil","86g","","",0,,0,"",,0,0,,"","",0,0,"",True,False,0,0,0,"","","","banana-passa-banana-brasil","","",""
"A","Barras de Cereais/Frutas",4993310,"2838","Barra de Mixed Nuts, Coco e Amêndoa",0.05,"","Ingredientes: Amendoim, amêndoa, coco, castanha de caju, xarope de glicose, açúcar invertido, açúcar, óleo vegetal, sal, estabilizante: polidextrose, espessante: goma arábica, emulsificante: lecitina de soja e umectante: glicerina. 
*Pode conter fragmentos de cascas de castanhas ou nozes.","",True,0,0,True,0,0,0,0,0,0,,,False,False,"2838_pq.jpg","2838_md.jpg","2838_gr.jpg","124472,124473,124608,124992,128479","81176","","Agtal","30g","","",0,,0,"Barras de Cereais/Frutas",,0,0,,"","barra mixed nuts agtal, barra nuts agtal, agtal barra nuts, barra mixed nuts coco e amendoa",0,0,"",True,False,0,0,0,"","","","barra-de-mixed-nuts-coco-e-amendoa","","",""
"A","Barras de Cereais/Frutas",4993309,"2840","Barra de Mixed Nuts, Cranberry",0.05,"","Ingredientes: Amendoim, cranberry, castanha de caju, amêndoa, xarope de glicose, açúcar invertido, açúcar, óleo vegetal, sal, estabilizante: polidextrose, espessante: goma arábica, emulsificante: lecitina de soja e umectante: glicerina. 
*Pode conter fragmentos de cascas de castanhas ou nozes.","",True,0,0,True,0,0,0,0,0,0,,,False,False,"2840_pq.jpg","2840_md.jpg","2840_gr.jpg","124472,124473,124608,124992,128479","81176","","Agtal","30g","","",0,,0,"Barras de Cereais/Frutas",,0,0,,"","Barra de Mixed Nuts cranberry, cranberry Barra de Mixed Nuts, Barra de Mixed Nuts Agtal, Barra de Mixed Nuts cranberry Agtal",0,0,"",True,False,0,0,0,"","","","barra-de-mixed-nuts-cranberry","","",""
